time,aro_vib1
23:17:34,2.6285011426614315
23:17:34,0.2851468538745117
23:17:34,1.1212005542723702
23:17:34,1.0093496679229053
23:17:34,1.4749151070279094
23:17:34,1.523087408458701
23:17:34,1.902976068179468
23:17:34,2.031499786001798
23:17:34,2.31489045666655
23:17:34,2.478819497500899
23:17:34,2.722892203508499
23:17:34,2.8996145754735867
23:17:34,3.1077195008166996
23:17:34,3.263047270360334
23:17:34,3.451644749597919
23:17:34,3.623071199929738
23:17:34,3.75278355774315
23:17:34,3.94888317355704
23:17:34,4.03999063097801
23:17:34,4.22492871758462
23:17:34,4.275371070063416
23:17:34,4.450978475698018
23:17:34,4.459876712428499
23:17:34,4.640090751123182
23:17:34,4.589357225231235
23:17:34,4.807694421347772
23:17:34,4.671933752009321
23:17:34,4.95102006491151
23:17:34,4.627157511804651
23:17:34,5.252046974737766
23:17:34,2.5695883455946555
23:17:34,5.258198351234382
23:17:34,4.591075343732831
23:17:34,4.939009598838777
23:17:34,4.605454636339976
23:17:34,4.743062192068921
23:17:34,4.553342146331826
23:17:34,4.5622605938866325
23:17:34,4.378331808949268
23:17:34,4.341194584339182
23:17:34,4.142690075997464
23:17:34,4.091122382836176
23:17:34,3.9099653007569852
23:17:34,3.7925744873204126
23:17:34,3.605949536680379
23:17:34,3.465044947399106
23:17:34,3.2800731086951944
23:17:34,3.085638825525486
23:17:34,2.900236530116951
23:17:34,2.688268442932368
23:17:34,2.5260255408646812
23:17:34,2.2512018817485258
23:17:34,2.1205501797447637
23:17:34,1.790621645326432
23:17:34,1.6896002154210983
23:17:34,1.2907454756707795
23:17:34,1.270304121098909
23:17:34,0.7632691304369211
23:17:34,0.8969433142411424
23:17:34,0.025353718006079287
23:17:35,-2.3098233349030135
23:17:35,0.38747849065997175
23:17:35,-0.555177289683773
23:17:35,-0.3766819799387228
23:17:35,-0.8928120104720701
23:17:35,-0.9284911391646218
23:17:35,-1.337495668004848
23:17:35,-1.4513907219187527
23:17:35,-1.7642914057302983
23:17:35,-1.9235647032546497
23:17:35,-2.1868566476091273
23:17:35,-2.3679703308477174
23:17:35,-2.628243680651481
23:17:35,-2.782189513710518
23:17:35,-2.989089603407266
23:17:35,-3.190427504200466
23:17:35,-3.3588753854384223
23:17:35,-3.5403780154305
23:17:35,-3.6755123863542396
23:17:35,-3.888398482229412
23:17:35,-3.94808775161889
23:17:35,-4.143031413549017
23:17:35,-4.201904772442566
23:17:35,-4.40392697223865
23:17:35,-4.376247547884682
23:17:35,-4.6346849347336425
23:17:35,-4.52074625479428
23:17:35,-4.864031506534275
23:17:35,-4.512380102611933
23:17:35,-5.237876134087442
23:17:36,-2.8558745826120617
23:17:36,-5.199167461818842
23:17:36,-4.659245139180892
23:17:36,-4.974021720415999
23:17:36,-4.718194934258661
23:17:36,-4.859099801511347
23:17:36,-4.68546611275353
23:17:36,-4.739082084616231
23:17:36,-4.592806221892515
23:17:36,-4.580294073152485
23:17:36,-4.462340982947285
23:17:36,-4.387511821988184
23:17:36,-4.235832648940103
23:17:36,-4.148976715121053
23:17:36,-3.9964214705955814
23:17:36,-3.8541122356136954
23:17:36,-3.689451348195303
23:17:36,-3.5254673939653935
23:17:36,-3.381440790477057
23:17:36,-3.172960408992467
23:17:36,-3.0154660093867247
23:17:36,-2.795386685062712
23:17:36,-2.640003838589404
23:17:36,-2.362911773807268
23:17:36,-2.2288399595360495
23:17:36,-1.8892232810565908
23:17:36,-1.8339035712152243
23:17:36,-1.3688767752149784
23:17:36,-1.4806221207093693
23:17:36,-0.6708700139330404
23:17:37,1.952113742871755
23:17:37,-1.0195936909550234
23:17:37,-0.03412493729958688
23:17:37,-0.2553801733823728
23:17:37,0.3153467109244205
23:17:37,0.31141676559381326
23:17:37,0.7484936190041431
23:17:37,0.8281508678095142
23:17:37,1.2148506631660125
23:17:37,1.3293339513944247
23:17:37,1.6483730287024867
23:17:37,1.8198224174539304
23:17:37,2.0699394519315875
23:17:37,2.249136466205044
23:17:37,2.511018197544461
23:17:37,2.694318717861764
23:17:37,2.8976455083836776
23:17:37,3.100783961692769
23:17:37,3.2642323487835188
23:17:37,3.481455827469931
23:17:37,3.5673835037584456
23:17:37,3.834756914776502
23:17:37,3.872728940567155
23:17:37,4.129089164106628
23:17:37,4.110636314907788
23:17:37,4.424318129194834
23:17:37,4.282062755819925
23:17:37,4.666978462292219
23:17:37,4.322436846908939
23:17:37,5.155526316817745
23:17:38,3.0875427927047685
23:17:38,5.057345178265838
23:17:38,4.644570464700036
23:17:38,4.9331020168743684
23:17:38,4.761943863026512
23:17:38,4.911646411784388
23:17:38,4.7947267823796995
23:17:38,4.844261691862709
23:17:38,4.726472654390759
23:17:38,4.751496536538966
23:17:38,4.643668909920355
23:17:38,4.626176787273514
